Tweet,Class
وزير خارجية لبنان جبران باسيل اذا ارادت اسرائيل حفظ امنها وهذا حقها	,0
وهاب حبيبي والله ضيعتني بربك انت مع مين صدقني ما بقول لحدا سرك ببير وشوشني حتى ارتاح	,0
"روح انتحر كب حالك بالبحر اطهر ارض و انجس قوم
"	,1
سد نيعك يا صرمايت بشار 	,1
ولله لو عملتوها ع سكايب وبلا هالبلبوشة	,0
روح كب حالك بالزبالة ولك انت مابتنقبل حتى بتدوير النفايات ولك ياجحش الرئيس عنا مقدس انت شو حشر انفك مشتاق لشي بوط عسكري ولك حيوان	,1
نحنا الأخلاق يا حذيفة ولو	,0
هاد يلي بجيب المسبة لحاله 	,0
باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة	,0
العاهره متلك بتدعي العفه والحرامي بيحلف بالبراءه 	,1
كل الصواريخ وماصار عنا شي اعرف ياحمار الله معنا انتو مين معكن كلاب السعودية سلمان لبغل لي باع شرفوا انصحك بدراسة التاريخ	,1
يا جربوع الأكثرية هي لبتحدد ولوووو بيكفي شهادة عبارتك الشهيرة كمان شاركت بالشحادة وبدكن شيخ الكن طيب	,1
الله يريحنا من جبران باسيل بليلة ما فيها ضو قمر	,0
الله يحميك يا بطل 	,0
روح ولاك تعلم تاريخ وادب بعدين تعال ناقش يا طائفي يا وهابي	,1
روح بعيد ولاك سعودي وهابي كلب يا اهل الاجرام والنجاسة يا يهود خيبر	,1
هلق هيدا يلي طلع معك جبران باسيل متل جيري ماهر وقطيش	,0
عماد عثمان مجرم الله معك معاليك 	,0
انت يافارس يا واطي يا رافضي يا مجوسي العرب والبدوو الشرف منك يا عديم الشرف	,1
التيار الوطني الحر ميشال عون	,0
لك من جهة ان شاء بضل حرقة بقلبك وبلاطه ع صدرك و غصة بزلاعيمك الشيخ سعد و من جهة تانيه بضل جالطك اللواء عثمان	,0
عماد عثمان مش قاريك مش قاريك عماد عثمان وهيدا المجننك 	,0
ملايين منكم يشتغل بالخليج لو تم ابعادهم كان اكلتوا الحشرات 	,0
يلعن روحهم كلهم الأسبوع الجاي ان شاء الله	,1
نحتاج سليمان فرنجية رئيس للجمهورية و فيصل كرامي رئيس حكومة و بري رئيس مجلس النواب و وهاب و السيد و الشرفاء نواب	,0
فشرت ولاك حيوان وهابي كلب ساعتك قريبة يالقيط	,1
نحنا مع إنو القاتل يأخذ عقابه إلى أي جهة وحزب وتيار ومذهب ومرجعية إنتمى وهذا بالنسبة للمرحوم محمد أبو دياب	,0
اول حرف من اسمو جبران جرجي باسيل	,0
قبل ما يموت كزا واحد من آل سعود رئيسنا ما راح يموت والله ليجننكم ولح تبوسي صرماية كل سوري يا هبلة	,1
روح من وجهي ولاك وهابي نجس يلا حقك بلوك تفه	,1
مثلها مثل التعديات يلي موجودي على نهر الجاهلية صح اللا لا	,0
مثل الكليشيه وبشكل يومي في حدا بده يعاير التاني بيقوم بيشبهه بالكلب والله اذا حدا شبهني بالكلب بعتبرها مدح شديد	,0
الدين العام صار مليار	,0
جبران باسيل ساجعل المسيحيين في يوم ما ينسون زعامة كميل شمعون و تجربة بشير جميل  	,0
هالانسان اذا بتقطع عنه البهدلة بيختنق ههههههههههههههههههههههههههههههه 	,0
تراه يحتاج لمقعد جديد 	,0
هلق السعوديه والامارات مناح حيرتن والله كلن اخرى من بعض 	,1
حيوان مقمل وهابي قذر نجس يلا ولاك على خيمتك	,1
اجا الوقت لقلك يا عقاب صقر انك اجحشن جحش بالعالم	,1
هيدا تدخل بالشؤون اللبنانية ما بيكفي عامل ميليشيا بأرضنا ومحتلنا 	,0
مازن عزي جبران باسيل مندوب مبيعات سوري	,0
كلامي ان حزب الله الحامي الوحيد للبنان معناه ان في لبنان	,0
يهودي منهم وفيهم	,0
عجباً لقوم لا يمكنه التمييز بين المحسن والمستغل 	,0
شر البلية ما يضحك	,0
واحد من زغرتا بيسوى عشرين واحد قوتجي	,1
و الله منو قليل جبران باسيل جالطكن انتو كمان    	,0
اما انت كا زعيم بي قرية زغرتا بس يسير بدك تتمسك تمسك بي رصن الجحش يا جحش	,1
ولك أنت سقفك زغرتا فهام بقا إذا بتدعس برا زغرتا ببزقوا عليك العالم وما بتسمع غير كلمة يا خاين	,1
انت اخنزر من الخنزير واوسخ من الوساخة حثالة امعة جعر نتن	,1
الحلو بالعهد انو عم ينقلنا ع مراحل جديدة	,0
الوزير جبران باسيل الافضل لمحاربة الفساد	,0
خراس ولا حيوان انا مني من جماعة ريفي لكن أنا بفتخر بالرجال وليس بالطانتات متل معلمك جحش قريطم   	,1
من الشيخ سعد الى الحكيم صفحة وطويتا ومن عمري ورميتا يا خسارة حبيتو وما بيستاهل حب	,0
صار بالمربع الأمني وانسحق   	,0
معاليك مفهومهم للناس مغاير لمفهومك عندهم الناس مجرد أرقام وحسابات   	,0
سياسي عاهر   	,1
هههههه ما تقلي جبران باسيل	,0
انت وين امك	,1
مع حبي الك معاليك اذا كان في عدل يجب وضع الامارات وسعودية قبل قطر قطر كانت واجهة للسعودية	,0
خراس يلعنلك هالرأس واحد حمار دب حيوان	,1
خراس يا دب انت معاق و بلا فهم و احسساس 	,1
نقبر الله يشلك	,1
وطننا يحتاج الى زعماء من الوطن واليه 	,0
كول هوا يا نبباح	,1
ال مليون دولار التي دفعتها قطر هي آخر خرطوشة للوزير جبران باسيل في لبعبته بالهروب إلى الأمام و التي للأسف يجاريه فيها	,0
لعمى بعيونك ماأجحشك ولووو	,1
فيك تقلنا مين قتل وسام الحسن يا كنز المعلومات انت	,0
تفضلوا هاي عيّنة من الظلم يلي خلفوا جبران باسيل والتيار البرتقالي ها نتيجة سكوتنا	,0
ولك روخ انضب يا خاين شوف مين كان مجتمع معهم اتتو وحلفائكم	,1
فليفعل ما يشاء ارادتنا اقوى ولو كلف ذلك حرب اهليه 	,0
خربو بيروت وسرقو المال العام وخربو بيوت الناس هول بيخدمو حالن ما بيخدمو الناس 	,0
نحتاج سليمان فرنجية رئيس للجمهورية و فيصل كرامي رئيس حكومة و بري رئيس مجلس النواب و وهاب و السيد و الشرفاء نواب عن الامة  	,0
وقصر ابن الحرام	,1
روح يا سفير السلام انت 	,0
هيدا الجيش الاكتروني ضد وهاب شو قصته القافلة تمشي ووو تنبح مع اني ما بحب وهاب بس هيدا الجيش الاكتروني خلني اكتب هذا الكلام 	,0
جبران باسيل لل بدنا نعلم أميركا ولندن يمشوا الدولة بلا ميزانية، ولَك وين ما راح جرصة	,0
لولا اليونان وتركيا عملوا تبادل سكان ب اكبر عملية تهجير قسري في ذلك التاريخ كانوا عم يتحاربوا لهلق سيناريو قبرص مستمر يعني	,0
معك خبر انوا اصغر قطري صباطو بيسوى راس يلي خلفك يا صعلوك روح اندحش بي طيز بشار النعجة تاعك 	,1
فرجنا عضلات لسانه 	,0
هاد ما بدو خزرة زرقا بدو نعل الجحش	,1
لهلهله يا كلب الأمريكان عم تشتم الاستاذ بسام	,1
لعمى بعيونك شو مسمة	,1
قد نسمع احدهم يقول كرامة عماد عثمان من كرامة أهل السنة في بلد كرامة الطوائف فوق كرامة الوطن والمواطن	,0
على الأقلية ان تصبر وتعمل وتشد أزرها لتصبح اكترية لا ان تستقوي وتشبح لتوصل	,0
امام كل اللبنانيين الشرفاء فلا تجعلوه طائفيا مثلكم لانه اكيد سيرفض تفكيركم	,0
هيدا بتحطوا بتمك يا حيوان هيدا منطقكن	,1
